order_id,user_id,order_time,location,items_ordered,total_amount,payment_method,delivery_time,delivery_duration_mins,delivered_on_time
ORD100197,USR6804,2025-06-16 14:56:51,Pune,"Fruits, Vegetables",1355.95,Wallet,2025-06-16 15:27:51,31.0,1
ORD100198,USR7939,2025-06-26 18:49:56,Kolkata,"Eggs, Sugar, Snacks",1341.92,Wallet,2025-06-26 19:15:56,26.0,1
ORD100199,USR7735,2025-06-05 13:20:06,Bangalore,Snacks,1191.83,Cash,2025-06-05 14:38:06,78.0,0
ORD100200,USR8651,2025-06-28 08:02:38,Delhi,"Rice, Juice, Vegetables, Flour, Fruits",998.84,Cash,2025-06-28 08:22:38,20.0,1
ORD100201,USR1887,2025-06-22 14:26:40,Mumbai,Flour,217.8,Wallet,2025-06-22 14:50:40,24.0,1
ORD100202,USR2612,2025-06-29 09:50:07,Chennai,Milk,326.28,Cash,2025-06-29 10:34:07,44.0,1
ORD100203,USR1993,2025-06-09 06:08:32,Hyderabad,"Eggs, Milk, Flour, Bread",1357.98,Cash,2025-06-09 06:50:32,42.0,1
ORD100204,USR7596,2025-06-03 08:58:58,Chennai,"Eggs, Vegetables, Flour",949.0,Wallet,2025-06-03 09:23:58,25.0,1
ORD100205,USR6559,2025-06-25 15:26:29,Mumbai,"Milk, Vegetables",112.88,UPI,2025-06-25 16:09:29,43.0,1
ORD100206,USR2790,2025-07-02 07:33:10,Pune,"Flour, Milk",242.06,Cash,2025-07-02 08:48:10,75.0,0
ORD100207,USR5073,2025-06-28 16:42:28,Mumbai,"Rice, Bread, Fruits",1028.9,Cash,2025-06-28 17:31:28,49.0,0
ORD100208,USR4139,2025-06-22 15:15:49,Kolkata,"Juice, Fruits, Vegetables, Snacks, Sugar",107.09,Cash,2025-06-22 15:52:49,37.0,1
ORD100209,USR4116,2025-06-20 08:01:29,Delhi,Juice,325.13,Wallet,2025-06-20 08:57:29,56.0,0
ORD100210,USR9786,2025-06-12 00:52:30,Kolkata,"Juice, Snacks, Milk, Rice",868.23,UPI,2025-06-12 01:40:30,48.0,0
ORD100211,USR8350,2025-06-25 16:36:57,Delhi,"Fruits, Rice, Sugar",1068.65,Cash,2025-06-25 17:55:57,79.0,0
ORD100212,USR3296,2025-06-29 21:07:23,Bangalore,"Sugar, Flour, Fruits",1012.75,UPI,2025-06-29 22:29:23,82.0,0
ORD100213,USR7912,2025-06-24 08:09:14,Hyderabad,"Vegetables, Rice",413.98,Card,2025-06-24 08:38:14,29.0,1
ORD100214,USR4006,2025-06-15 10:45:15,Pune,"Bread, Eggs",1097.05,Wallet,2025-06-15 10:55:15,10.0,1
ORD100215,USR5563,2025-06-15 13:46:25,Pune,"Flour, Bread",432.15,Card,2025-06-15 15:07:25,81.0,0
ORD100216,USR8579,2025-06-28 21:51:52,Chennai,"Milk, Juice, Vegetables, Rice",555.56,Card,2025-06-28 23:03:52,72.0,0
ORD100217,USR5092,2025-06-28 14:07:50,Hyderabad,"Eggs, Sugar, Vegetables",1145.09,Cash,2025-06-28 15:23:50,76.0,0
ORD100218,USR2235,2025-06-10 09:59:39,Chennai,Snacks,1009.49,Wallet,2025-06-10 10:12:39,13.0,1
ORD100219,USR8260,2025-06-26 17:29:54,Hyderabad,"Eggs, Milk, Sugar, Rice",1288.91,UPI,2025-06-26 18:36:54,67.0,0
ORD100220,USR2604,2025-06-13 06:28:00,Kolkata,"Milk, Vegetables, Rice, Juice, Flour",1020.66,Card,2025-06-13 07:02:00,34.0,1
ORD100221,USR1828,2025-06-19 22:06:35,Mumbai,"Snacks, Bread, Sugar, Vegetables, Flour",895.63,Wallet,2025-06-19 23:02:35,56.0,0
ORD100222,USR9856,2025-06-12 19:54:59,Mumbai,"Flour, Bread",231.14,Cash,2025-06-12 20:41:59,47.0,0
ORD100223,USR1241,2025-06-17 02:40:49,Hyderabad,"Eggs, Juice, Flour, Milk, Sugar",614.8,Card,2025-06-17 03:04:49,24.0,1
ORD100224,USR2528,2025-06-19 15:36:22,Bangalore,"Fruits, Snacks",471.28,UPI,2025-06-19 16:48:22,72.0,0
ORD100225,USR4872,2025-06-09 18:27:00,Mumbai,"Snacks, Vegetables, Fruits",441.59,Card,2025-06-09 18:57:00,30.0,1
ORD100226,USR3724,2025-06-18 15:19:34,Bangalore,"Flour, Rice, Milk, Sugar, Snacks",1462.21,Wallet,2025-06-18 16:25:34,66.0,0
ORD100227,USR7658,2025-06-17 13:59:09,Mumbai,"Rice, Fruits, Flour",650.34,UPI,2025-06-17 15:01:09,62.0,0
ORD100228,USR8956,2025-07-01 20:50:13,Pune,Snacks,1348.87,Cash,2025-07-01 21:45:13,55.0,0
ORD100229,USR8886,2025-06-15 20:09:46,Kolkata,"Bread, Juice, Vegetables, Rice",983.59,Wallet,2025-06-15 20:32:46,23.0,1
ORD100230,USR4502,2025-06-16 03:50:15,Delhi,"Milk, Flour, Snacks",1212.74,Card,2025-06-16 05:15:15,85.0,0
ORD100231,USR7570,2025-06-22 09:26:29,Delhi,"Flour, Rice, Sugar, Milk, Eggs",803.69,Cash,2025-06-22 09:52:29,26.0,1
ORD100232,USR1960,2025-06-20 18:45:18,Kolkata,"Snacks, Flour",907.67,Cash,2025-06-20 19:33:18,48.0,0
ORD100233,USR3697,2025-06-08 05:28:57,Pune,Bread,789.52,Cash,2025-06-08 05:46:57,18.0,1
ORD100234,USR7209,2025-06-22 01:23:48,Hyderabad,"Flour, Sugar",373.34,Wallet,2025-06-22 02:49:48,86.0,0
ORD100235,USR1035,2025-06-14 19:43:07,Chennai,Bread,1111.43,Wallet,2025-06-14 21:11:07,88.0,0
ORD100236,USR7396,2025-06-17 01:24:51,Kolkata,"Fruits, Juice",493.08,Cash,2025-06-17 01:39:51,15.0,1
ORD100237,USR5345,2025-06-11 15:11:24,Delhi,Fruits,134.04,Cash,2025-06-11 15:43:24,32.0,1
ORD100238,USR8454,2025-06-16 02:48:06,Mumbai,"Juice, Bread, Eggs, Milk, Fruits",1003.66,Card,2025-06-16 03:56:06,68.0,0
ORD100239,USR5673,2025-06-04 12:24:48,Mumbai,"Milk, Bread, Flour",347.95,UPI,2025-06-04 13:19:48,55.0,0
ORD100240,USR7930,2025-06-27 21:38:48,Delhi,Eggs,1416.64,Cash,2025-06-27 22:25:48,47.0,0
ORD100241,USR8973,2025-06-24 03:27:19,Delhi,"Flour, Bread, Fruits",1435.5,UPI,2025-06-24 03:50:19,23.0,1
ORD100242,USR3536,2025-06-19 03:24:09,Chennai,"Juice, Sugar, Rice",1380.81,Wallet,2025-06-19 04:45:09,81.0,0
ORD100243,USR4111,2025-06-21 21:22:39,Delhi,"Juice, Snacks, Milk, Fruits",618.22,Wallet,2025-06-21 22:33:39,71.0,0
ORD100244,USR5861,2025-06-27 21:12:09,Hyderabad,Flour,121.64,Cash,2025-06-27 21:56:09,44.0,1
ORD100245,USR4566,2025-06-27 12:10:43,Chennai,Sugar,1399.65,Cash,2025-06-27 12:38:43,28.0,1
ORD100246,USR1958,2025-06-07 08:10:00,Pune,Sugar,699.46,UPI,2025-06-07 08:49:00,39.0,1
ORD100247,USR9883,2025-06-29 02:54:57,Pune,Bread,1453.32,UPI,2025-06-29 04:21:57,87.0,0
ORD100248,USR1998,2025-06-15 08:20:26,Kolkata,"Flour, Bread, Vegetables",1449.07,Wallet,2025-06-15 08:54:26,34.0,1
ORD100249,USR6138,2025-06-13 09:06:16,Delhi,"Sugar, Bread, Vegetables",1294.21,Card,2025-06-13 09:55:16,49.0,0
ORD100250,USR1936,2025-06-23 06:02:03,Mumbai,"Juice, Sugar, Milk, Fruits",512.23,Wallet,2025-06-23 06:25:03,23.0,1
ORD100251,USR1821,2025-06-17 10:28:42,Pune,"Flour, Fruits",639.14,Card,2025-06-17 11:03:42,35.0,1
ORD100252,USR8811,2025-06-13 16:44:16,Delhi,"Juice, Flour",1291.59,Cash,2025-06-13 17:15:16,31.0,1
ORD100253,USR9238,2025-06-04 00:55:32,Hyderabad,"Eggs, Vegetables, Snacks",543.69,Card,2025-06-04 01:52:32,57.0,0
ORD100254,USR9701,2025-06-03 10:53:56,Hyderabad,Flour,337.29,Cash,2025-06-03 11:53:56,60.0,0
ORD100255,USR3579,2025-06-23 14:07:20,Mumbai,"Eggs, Bread, Milk, Rice, Vegetables",879.52,Wallet,2025-06-23 14:19:20,12.0,1
ORD100256,USR1931,2025-06-07 02:46:11,Chennai,"Juice, Flour, Bread, Eggs, Rice",1410.62,Cash,2025-06-07 03:37:11,51.0,0
ORD100257,USR9320,2025-07-02 01:27:01,Mumbai,"Fruits, Juice, Eggs",1074.44,UPI,2025-07-02 01:55:01,28.0,1
ORD100258,USR2312,2025-06-23 06:02:14,Kolkata,"Eggs, Fruits",898.09,Cash,2025-06-23 07:24:14,82.0,0
ORD100259,USR4044,2025-06-16 03:14:50,Kolkata,"Vegetables, Fruits, Bread, Rice, Snacks",236.05,UPI,2025-06-16 03:51:50,37.0,1
ORD100260,USR2122,2025-06-22 02:35:20,Kolkata,"Milk, Flour, Rice, Snacks, Vegetables",961.01,Wallet,2025-06-22 03:29:20,54.0,0
ORD100261,USR2113,2025-06-06 22:50:24,Delhi,Vegetables,1486.08,UPI,2025-06-07 00:10:24,80.0,0
ORD100262,USR4853,2025-06-15 20:12:14,Mumbai,Vegetables,296.12,Card,2025-06-15 21:39:14,87.0,0
ORD100263,USR7615,2025-06-27 12:12:42,Chennai,Fruits,825.66,Cash,2025-06-27 13:24:42,72.0,0
ORD100264,USR2964,2025-06-30 00:03:30,Bangalore,"Rice, Snacks, Flour, Bread, Sugar",1328.32,UPI,2025-06-30 01:25:30,82.0,0
ORD100265,USR5033,2025-06-10 14:05:58,Mumbai,"Bread, Vegetables",1137.08,UPI,2025-06-10 14:33:58,28.0,1
ORD100266,USR1651,2025-06-28 06:09:41,Kolkata,"Bread, Fruits, Snacks, Flour, Juice",1075.82,Wallet,2025-06-28 07:05:41,56.0,0
ORD100267,USR2343,2025-06-07 10:11:29,Pune,"Sugar, Vegetables, Eggs",1083.48,Cash,2025-06-07 10:34:29,23.0,1
ORD100268,USR7868,2025-06-25 09:04:28,Chennai,"Sugar, Snacks, Flour, Fruits, Bread",603.29,UPI,2025-06-25 09:51:28,47.0,0
ORD100269,USR9565,2025-06-09 12:38:21,Bangalore,Snacks,511.03,Wallet,2025-06-09 13:40:21,62.0,0
ORD100270,USR6183,2025-06-18 22:41:36,Chennai,"Fruits, Juice",1233.11,Cash,2025-06-18 23:51:36,70.0,0
ORD100271,USR5272,2025-06-12 18:08:54,Chennai,"Snacks, Eggs, Sugar",1234.16,UPI,2025-06-12 18:53:54,45.0,1
ORD100272,USR4346,2025-06-25 06:12:36,Kolkata,"Rice, Sugar, Snacks, Juice",1313.9,UPI,2025-06-25 07:01:36,49.0,0
ORD100273,USR6147,2025-06-18 15:31:40,Pune,"Rice, Flour, Bread",1378.54,Cash,2025-06-18 16:10:40,39.0,1
ORD100274,USR4910,2025-06-07 04:31:59,Kolkata,"Sugar, Bread",815.88,Card,2025-06-07 04:49:59,18.0,1
ORD100275,USR5351,2025-06-21 01:33:26,Bangalore,"Eggs, Flour, Fruits",802.12,Cash,2025-06-21 02:46:26,73.0,0
ORD100276,USR7484,2025-06-12 08:53:26,Mumbai,"Bread, Sugar, Milk",1217.61,Cash,2025-06-12 09:35:26,42.0,1
ORD100277,USR3144,2025-06-25 12:05:05,Bangalore,"Milk, Juice, Fruits, Sugar, Vegetables",1009.95,Card,2025-06-25 13:06:05,61.0,0
ORD100278,USR5915,2025-06-16 11:28:46,Mumbai,"Flour, Sugar, Rice",1082.75,UPI,2025-06-16 11:51:46,23.0,1
ORD100279,USR8491,2025-06-26 21:37:55,Pune,"Snacks, Juice",1214.11,Cash,2025-06-26 23:01:55,84.0,0
ORD100280,USR6180,2025-06-06 06:39:56,Chennai,"Sugar, Vegetables",1346.01,Card,2025-06-06 07:41:56,62.0,0
ORD100281,USR2188,2025-06-04 04:14:05,Mumbai,"Rice, Flour",573.19,Card,2025-06-04 05:22:05,68.0,0
ORD100282,USR1152,2025-06-05 01:46:31,Hyderabad,"Bread, Juice, Snacks, Vegetables, Milk",625.82,Wallet,2025-06-05 03:13:31,87.0,0
ORD100283,USR8508,2025-06-18 14:51:46,Bangalore,"Sugar, Eggs",231.57,UPI,2025-06-18 15:41:46,50.0,0
ORD100284,USR2638,2025-06-09 04:40:00,Bangalore,"Eggs, Rice, Sugar, Bread, Vegetables",909.59,Cash,2025-06-09 05:57:00,77.0,0
ORD100285,USR2200,2025-06-20 06:07:12,Delhi,"Eggs, Rice, Snacks, Milk, Bread",150.32,Card,2025-06-20 07:24:12,77.0,0
ORD100286,USR9808,2025-06-25 04:20:45,Chennai,"Fruits, Bread, Vegetables, Eggs",751.84,UPI,2025-06-25 04:37:45,17.0,1
ORD100287,USR4492,2025-07-03 05:04:55,Chennai,"Milk, Fruits",859.7,Wallet,2025-07-03 05:15:55,11.0,1
ORD100288,USR9288,2025-06-19 23:59:36,Pune,"Snacks, Juice, Rice, Fruits, Milk",501.16,Cash,2025-06-20 00:49:36,50.0,0
ORD100289,USR5345,2025-06-23 08:39:25,Mumbai,Snacks,927.17,Card,2025-06-23 09:43:25,64.0,0
ORD100290,USR3170,2025-06-28 11:00:10,Pune,Flour,142.7,Wallet,2025-06-28 11:25:10,25.0,1
ORD100291,USR6718,2025-06-14 23:58:34,Pune,"Vegetables, Flour, Eggs",152.29,Wallet,2025-06-15 01:09:34,71.0,0
ORD100292,USR2127,2025-06-25 14:22:41,Hyderabad,"Juice, Snacks, Bread, Vegetables",1251.64,Wallet,2025-06-25 15:19:41,57.0,0
ORD100293,USR5002,2025-06-17 19:53:00,Chennai,"Juice, Fruits, Sugar",604.27,UPI,2025-06-17 20:32:00,39.0,1
ORD100294,USR7054,2025-06-09 07:00:14,Hyderabad,"Snacks, Rice, Flour",277.88,Cash,2025-06-09 07:21:14,21.0,1
ORD100295,USR5669,2025-06-16 22:22:10,Delhi,"Milk, Flour, Eggs, Fruits, Bread",831.14,Cash,2025-06-16 23:06:10,44.0,1
ORD100296,USR3584,2025-06-24 20:03:12,Bangalore,"Bread, Flour",1177.99,Cash,2025-06-24 20:23:12,20.0,1
ORD100297,USR8179,2025-06-06 18:44:02,Pune,"Fruits, Eggs, Flour",402.15,Card,2025-06-06 19:57:02,73.0,0
ORD100298,USR9900,2025-06-30 05:52:52,Pune,"Snacks, Bread",972.05,Wallet,2025-06-30 06:51:52,59.0,0
ORD100299,USR5956,2025-06-29 19:04:23,Hyderabad,"Juice, Snacks",219.49,Cash,2025-06-29 19:34:23,30.0,1
ORD100300,USR9666,2025-06-16 22:29:01,Kolkata,Rice,172.35,Card,2025-06-16 23:47:01,78.0,0
ORD100301,USR1128,2025-06-10 12:27:58,Chennai,"Rice, Fruits, Eggs, Snacks",843.9,Card,2025-06-10 13:24:58,57.0,0
ORD100302,USR5905,2025-07-02 17:48:27,Bangalore,"Milk, Fruits, Sugar, Bread",856.89,Cash,2025-07-02 18:17:27,29.0,1
ORD100303,USR2697,2025-06-26 09:33:32,Pune,"Sugar, Eggs, Flour, Snacks, Vegetables",992.4,Card,2025-06-26 10:49:32,76.0,0
ORD100304,USR3200,2025-06-20 20:38:56,Hyderabad,Sugar,1116.53,Wallet,2025-06-20 21:31:56,53.0,0
ORD100305,USR5333,2025-06-10 22:18:46,Hyderabad,"Milk, Eggs",1466.19,Card,2025-06-10 23:00:46,42.0,1
ORD100306,USR2891,2025-06-12 16:36:40,Mumbai,"Eggs, Flour, Juice",822.82,Cash,2025-06-12 17:58:40,82.0,0
ORD100307,USR2753,2025-06-21 14:28:08,Bangalore,"Sugar, Milk, Vegetables, Flour, Bread",552.14,Cash,2025-06-21 15:38:08,70.0,0
ORD100308,USR3546,2025-06-10 12:21:14,Hyderabad,"Sugar, Rice, Flour, Bread",1213.26,UPI,2025-06-10 12:39:14,18.0,1
ORD100309,USR5462,2025-06-27 11:50:49,Mumbai,"Juice, Eggs",479.17,Cash,2025-06-27 13:07:49,77.0,0
ORD100310,USR5616,2025-06-23 18:25:03,Kolkata,"Eggs, Flour, Vegetables, Bread, Snacks",714.56,Wallet,2025-06-23 19:09:03,44.0,1
ORD100311,USR4450,2025-06-19 12:53:08,Chennai,"Rice, Bread, Fruits",209.84,Card,2025-06-19 14:07:08,74.0,0
ORD100312,USR6617,2025-06-27 09:49:44,Hyderabad,"Juice, Eggs, Bread, Milk",135.49,Wallet,2025-06-27 10:06:44,17.0,1
ORD100313,USR4335,2025-06-06 08:15:23,Mumbai,"Flour, Sugar",1447.71,Wallet,2025-06-06 09:09:23,54.0,0
ORD100314,USR5325,2025-06-21 02:49:15,Kolkata,"Eggs, Bread, Sugar, Fruits",1270.37,UPI,2025-06-21 03:45:15,56.0,0
ORD100315,USR9280,2025-06-30 23:35:23,Mumbai,"Sugar, Milk, Bread, Flour, Fruits",1074.36,Card,2025-07-01 00:24:23,49.0,0
ORD100316,USR9004,2025-06-29 23:04:23,Bangalore,"Sugar, Flour",672.53,Wallet,2025-06-30 00:29:23,85.0,0
ORD100317,USR5114,2025-06-12 11:19:14,Kolkata,Juice,342.61,Cash,2025-06-12 12:22:14,63.0,0
ORD100318,USR1832,2025-06-19 06:09:18,Pune,"Juice, Snacks, Milk, Flour, Vegetables",319.01,Cash,2025-06-19 07:34:18,85.0,0
ORD100319,USR2512,2025-06-21 22:23:41,Mumbai,"Fruits, Rice, Juice, Eggs",450.34,Wallet,2025-06-21 23:18:41,55.0,0
ORD100320,USR7939,2025-06-09 14:39:44,Kolkata,"Sugar, Bread, Juice, Flour, Eggs",868.92,Cash,2025-06-09 15:35:44,56.0,0
ORD100321,USR5533,2025-06-11 23:34:57,Hyderabad,"Fruits, Bread, Vegetables, Rice",1100.43,Wallet,2025-06-11 23:58:57,24.0,1
ORD100322,USR1722,2025-06-22 11:01:06,Delhi,"Juice, Vegetables, Fruits, Milk, Snacks",1024.28,Wallet,2025-06-22 11:29:06,28.0,1
ORD100323,USR1058,2025-06-27 13:19:14,Chennai,Sugar,491.91,Wallet,2025-06-27 13:54:14,35.0,1
ORD100324,USR6464,2025-06-30 03:48:01,Hyderabad,"Bread, Flour, Milk, Fruits, Snacks",1436.81,Wallet,2025-06-30 04:49:01,61.0,0
ORD100325,USR3143,2025-06-20 19:21:40,Hyderabad,"Snacks, Juice",1133.06,Wallet,2025-06-20 19:52:40,31.0,1
ORD100326,USR5291,2025-06-16 19:57:04,Chennai,"Bread, Eggs, Juice",876.1,UPI,2025-06-16 20:27:04,30.0,1
ORD100327,USR3647,2025-06-15 16:56:34,Chennai,"Vegetables, Sugar, Juice, Flour, Eggs",956.41,UPI,2025-06-15 17:56:34,60.0,0
ORD100328,USR8239,2025-06-22 05:15:52,Mumbai,"Vegetables, Juice, Fruits, Rice, Sugar",687.44,Wallet,2025-06-22 06:02:52,47.0,0
ORD100329,USR8007,2025-06-21 21:36:15,Hyderabad,"Rice, Eggs, Snacks, Vegetables, Juice",446.82,UPI,2025-06-21 22:05:15,29.0,1
ORD100330,USR1158,2025-06-08 13:25:29,Mumbai,"Vegetables, Sugar, Snacks, Juice",598.36,Card,2025-06-08 14:03:29,38.0,1
ORD100331,USR2832,2025-06-12 13:49:57,Bangalore,"Eggs, Bread, Fruits, Rice",1160.98,Cash,2025-06-12 14:49:57,60.0,0
ORD100332,USR2232,2025-06-15 03:10:06,Mumbai,"Bread, Fruits",120.15,Card,2025-06-15 03:23:06,13.0,1
ORD100333,USR3442,2025-06-03 20:18:44,Bangalore,"Juice, Snacks, Milk, Bread, Fruits",262.5,Cash,2025-06-03 21:22:44,64.0,0
ORD100334,USR9938,2025-06-20 17:49:32,Pune,Bread,164.4,Card,2025-06-20 19:09:32,80.0,0
ORD100335,USR1590,2025-06-15 19:26:22,Delhi,"Rice, Juice",157.02,Cash,2025-06-15 20:03:22,37.0,1
ORD100336,USR7049,2025-06-23 14:40:32,Hyderabad,Bread,1297.64,UPI,2025-06-23 14:53:32,13.0,1
ORD100337,USR3426,2025-06-21 19:17:25,Kolkata,"Fruits, Snacks, Bread",1085.12,Wallet,2025-06-21 19:48:25,31.0,1
ORD100338,USR8041,2025-06-12 11:39:58,Bangalore,"Milk, Juice, Flour, Vegetables, Snacks",763.84,Card,2025-06-12 13:04:58,85.0,0
ORD100339,USR3088,2025-06-04 12:09:08,Delhi,"Vegetables, Milk, Eggs, Snacks, Fruits",236.97,Wallet,2025-06-04 13:03:08,54.0,0
ORD100340,USR1685,2025-06-11 22:32:44,Chennai,"Milk, Fruits, Vegetables, Bread",788.26,UPI,2025-06-11 23:48:44,76.0,0
ORD100341,USR6050,2025-06-26 15:36:10,Pune,Sugar,762.86,Wallet,2025-06-26 16:51:10,75.0,0
ORD100342,USR6974,2025-06-15 06:18:45,Kolkata,"Flour, Fruits, Eggs, Snacks, Milk",342.48,Wallet,2025-06-15 07:01:45,43.0,1
ORD100343,USR1653,2025-06-27 01:42:12,Mumbai,"Fruits, Milk, Eggs",707.39,UPI,2025-06-27 02:46:12,64.0,0
ORD100344,USR6862,2025-06-27 21:03:28,Delhi,Vegetables,657.91,UPI,2025-06-27 21:13:28,10.0,1
ORD100345,USR4441,2025-06-16 03:20:52,Bangalore,"Snacks, Juice, Flour, Vegetables",962.19,UPI,2025-06-16 04:41:52,81.0,0
ORD100346,USR5088,2025-06-28 03:51:49,Hyderabad,"Flour, Milk",989.13,Cash,2025-06-28 04:38:49,47.0,0
ORD100347,USR2684,2025-06-07 11:05:47,Pune,Bread,163.43,UPI,2025-06-07 11:20:47,15.0,1
ORD100348,USR6794,2025-06-29 01:27:11,Chennai,"Vegetables, Flour, Snacks, Eggs, Juice",624.46,Cash,2025-06-29 02:01:11,34.0,1
ORD100349,USR7658,2025-06-08 01:56:44,Chennai,"Sugar, Fruits",976.2,UPI,2025-06-08 02:22:44,26.0,1
ORD100350,USR3532,2025-06-18 10:16:55,Delhi,"Juice, Milk, Vegetables, Bread",804.39,Cash,2025-06-18 11:26:55,70.0,0
ORD100351,USR4878,2025-06-29 22:12:07,Kolkata,"Flour, Bread, Sugar, Vegetables",1299.09,Wallet,2025-06-29 22:33:07,21.0,1
ORD100352,USR3662,2025-06-21 19:46:52,Delhi,"Snacks, Bread, Vegetables",1022.17,Cash,2025-06-21 20:01:52,15.0,1
ORD100353,USR3900,2025-06-19 14:58:36,Mumbai,"Sugar, Vegetables, Rice, Fruits, Flour",328.11,UPI,2025-06-19 15:34:36,36.0,1
ORD100354,USR7755,2025-06-10 07:09:06,Kolkata,"Fruits, Snacks, Rice, Flour",198.8,UPI,2025-06-10 07:26:06,17.0,1
ORD100355,USR1406,2025-06-12 18:24:42,Kolkata,"Sugar, Milk, Rice, Flour",999.39,UPI,2025-06-12 19:38:42,74.0,0
ORD100356,USR3938,2025-06-15 09:26:55,Chennai,"Bread, Juice, Fruits",137.12,Card,2025-06-15 10:32:55,66.0,0
ORD100357,USR6442,2025-06-25 08:19:13,Pune,"Snacks, Juice",920.09,Card,2025-06-25 09:08:13,49.0,0
ORD100358,USR7745,2025-07-02 22:45:08,Pune,"Flour, Sugar, Milk",1416.32,Wallet,2025-07-02 23:08:08,23.0,1
ORD100359,USR5065,2025-06-06 03:15:54,Chennai,"Fruits, Vegetables, Bread",905.66,Card,2025-06-06 03:59:54,44.0,1
ORD100360,USR5371,2025-06-29 03:12:53,Mumbai,"Snacks, Bread, Eggs, Fruits",643.44,Card,2025-06-29 04:09:53,57.0,0
ORD100361,USR3608,2025-06-14 12:32:07,Hyderabad,"Snacks, Fruits, Vegetables",1000.6,Card,2025-06-14 13:37:07,65.0,0
ORD100362,USR2771,2025-06-13 15:23:58,Mumbai,"Fruits, Rice",741.55,Cash,2025-06-13 16:21:58,58.0,0
ORD100363,USR7267,2025-06-27 10:28:14,Kolkata,"Fruits, Sugar",863.86,Cash,2025-06-27 10:50:14,22.0,1
ORD100364,USR1634,2025-07-01 06:12:27,Bangalore,"Fruits, Sugar, Flour",1418.05,UPI,2025-07-01 07:22:27,70.0,0
ORD100365,USR8711,2025-06-18 20:03:57,Bangalore,"Sugar, Snacks",640.54,Wallet,2025-06-18 21:01:57,58.0,0
ORD100366,USR4644,2025-06-20 06:45:57,Delhi,"Bread, Sugar",1445.67,Card,2025-06-20 07:40:57,55.0,0
ORD100367,USR4269,2025-06-06 07:14:32,Mumbai,Rice,1367.49,UPI,2025-06-06 08:25:32,71.0,0
ORD100368,USR8541,2025-06-22 11:08:42,Mumbai,"Milk, Flour, Sugar, Juice, Fruits",374.11,UPI,2025-06-22 11:25:42,17.0,1
ORD100369,USR6728,2025-06-12 22:36:51,Pune,"Sugar, Snacks, Rice",197.11,UPI,2025-06-12 23:28:51,52.0,0
ORD100370,USR6000,2025-07-02 20:48:10,Delhi,"Vegetables, Rice, Eggs, Juice, Sugar",241.09,Card,2025-07-02 21:17:10,29.0,1
ORD100371,USR4728,2025-06-14 15:44:57,Pune,"Juice, Fruits, Eggs",125.51,UPI,2025-06-14 16:32:57,48.0,0
ORD100372,USR4652,2025-06-29 20:31:18,Kolkata,Flour,232.22,UPI,2025-06-29 21:29:18,58.0,0
ORD100373,USR1387,2025-06-04 12:25:51,Hyderabad,"Rice, Flour, Milk, Vegetables",1056.21,Card,2025-06-04 13:38:51,73.0,0
ORD100374,USR4164,2025-06-03 15:00:43,Mumbai,"Juice, Eggs, Rice",199.66,Card,2025-06-03 16:11:43,71.0,0
ORD100375,USR7528,2025-06-26 07:08:35,Pune,Flour,546.57,UPI,2025-06-26 08:11:35,63.0,0
ORD100376,USR6378,2025-06-06 23:28:46,Chennai,"Snacks, Milk, Flour, Sugar",1282.83,Wallet,2025-06-06 23:46:46,18.0,1
ORD100377,USR5564,2025-06-27 23:05:05,Pune,"Juice, Bread",132.58,UPI,2025-06-27 23:51:05,46.0,0
ORD100378,USR2137,2025-06-09 11:25:07,Mumbai,"Snacks, Vegetables, Eggs",1240.26,Wallet,2025-06-09 12:23:07,58.0,0
ORD100379,USR5573,2025-06-15 14:36:13,Hyderabad,"Vegetables, Fruits, Sugar, Flour, Rice",494.6,Wallet,2025-06-15 15:26:13,50.0,0
ORD100380,USR6753,2025-06-22 07:38:33,Mumbai,"Snacks, Eggs, Rice",265.43,UPI,2025-06-22 08:04:33,26.0,1
ORD100381,USR9346,2025-06-24 03:48:06,Chennai,"Fruits, Juice, Snacks, Eggs",1075.43,UPI,2025-06-24 04:18:06,30.0,1
ORD100382,USR7548,2025-06-16 16:57:16,Bangalore,"Vegetables, Rice, Eggs, Sugar",980.52,Cash,2025-06-16 17:57:16,60.0,0
ORD100383,USR9785,2025-06-16 15:47:59,Kolkata,"Sugar, Fruits",1328.46,Wallet,2025-06-16 16:55:59,68.0,0
ORD100384,USR6425,2025-06-13 13:23:23,Bangalore,Vegetables,1129.1,Wallet,2025-06-13 14:11:23,48.0,0
ORD100385,USR1452,2025-06-26 19:59:27,Hyderabad,"Flour, Juice",1224.87,Card,2025-06-26 21:03:27,64.0,0
ORD100386,USR2889,2025-06-14 03:01:54,Hyderabad,"Fruits, Eggs, Flour, Sugar",494.85,Card,2025-06-14 03:51:54,50.0,0
ORD100387,USR5279,2025-07-01 22:27:29,Chennai,Eggs,348.42,Cash,2025-07-01 23:15:29,48.0,0
ORD100388,USR3925,2025-06-24 01:20:11,Pune,"Rice, Eggs, Snacks, Juice",1150.86,Wallet,2025-06-24 01:42:11,22.0,1
ORD100389,USR5349,2025-06-12 12:25:06,Bangalore,"Vegetables, Sugar, Milk, Fruits",1229.57,UPI,2025-06-12 13:38:06,73.0,0
ORD100390,USR1626,2025-06-29 20:50:25,Bangalore,Eggs,1486.71,Wallet,2025-06-29 21:10:25,20.0,1
